main_id,ra,dec,sp_type
2MASS J15042886+0502226,226.12033219431416,5.0395286283208325,M2V
2MASS J12554414+2030429,193.93386698306,20.511859173720005,M4V
2MASS J14332057+4104408,218.33568145544996,41.07801716947,M3V
2MASS J12552144+2031122,193.83934694773,20.52008143644,M8V
SDSS J143327.47+411243.5,218.36448666404996,41.21212727698,M2V
SDSS J125617.85+203545.0,194.07435837211,20.59593678733,M0V
StM 297,250.64406953793997,24.46948418079,M6+
2MASS J12593512+2020475,194.89616096468998,20.346436282740004,M0V
SDSS J125812.25+203117.2,194.55102829215997,20.521472958389996,M1V
2MASS J12584513+2030442,194.68806155067998,20.51228122593,M2V
2MASS J14321681+4132445,218.0700386619,41.54589898256,M6V
2MASS J12591534+2032416,194.8139482281,20.544932639289996,M4V
2MASS J14320556+4136203,218.02311834222996,41.60588870829,M6V
2MASS J12595148+2034482,194.96451771660998,20.58008557639,M1V
2MASS J14353229+4126533,218.88458580582,41.448105075149996,M9V
DENIS J104433.5-641545,161.1398365396,-64.26264922881,M4.25
SDSS J125804.44+203152.4,194.51853247363,20.53128628047,M0V
2MASS J12581990+2049033,194.58296225294,20.81758775647,M4V
SDSS J125747.81+205333.7,194.44923635078,20.8927545798,M4V
2MASS J14364891+4151322,219.20383478003998,41.85898672739,M7V
Sand 180,194.66850536712,21.015327217999996,M3:
Elia 3-17,69.93319174305917,25.267028248539443,M5III
NGP 45  69,182.97506067519998,45.021123371810006,M7
2MASS J14325495+4200113,218.22886411203996,42.00318949781,M5V
V* IL UMa,192.34777640026996,62.06064932579001,M2
2MASS J14344296+4203040,218.67913357834996,42.05102584962,M7V
2MASS J14335809+4202571,218.49197556138,42.04920973643,M6V
HD 145603,242.02946128096,62.23518901194,M2
SDSS J143455.61+422602.3,218.7316924487,42.43397003276,M4V
2MASS J09575437+6756344,149.47650302403,67.9427605014,M4V
SDSS J095758.27+680011.2,149.49274210255,68.00310687433,M0V
IRAS 16185+7052,244.55136804269,70.75213166659,M3/4
HD 152112,252.76284130543996,9.878930851969999,M3III
2MASS J12551152+2042032,193.79796173952997,20.70094605155,M4V
SLW J1429+4117B,217.42183225390997,41.2814832056,M2.1
2MASS J12540554+2042442,193.52304192203997,20.712288030369997,M7V
2MASS J14280679+4119412,217.02846800294998,41.32810673179,M5V
2MASS J12551787+2056038,193.82440573976,20.9345180764,M1V
2MASS J03163446+4102570,49.14375837277626,41.049245795918054,M2V
*  50 Her,252.66232706583997,29.806539688910004,M1III
2MASS J09555928+6821569,148.99701999446,68.3657769786,M8V
CPD-82   695,255.01495892325997,-83.08781965168,M0
2MASS J12533043+2057259,193.37677405061,20.95722874201,M4V
V* OY Peg,331.87486050061,18.00071331161,M1
SDSS J094054.01+674302.3,145.22503086113,67.71733172378,M5V
2MASS J12532780+2119495,193.36585442717998,21.33049524294,M7V
2MASS J14273865+4158371,216.91105990404998,41.97695112027,M5V
2MASS J12553879+2054085,193.91160516353,20.90252494659,M4V
2MASS J12560924+2056583,194.03865111458998,20.94950457893,M2V
SLW J1429+4215A,217.44942169482997,42.25642208642,M1.3
SLW J1429+4215B,217.46300465363998,42.25059630093,M4V
2MASS J12554030+2100453,193.91796556604996,21.012653555949996,M1V
2MASS J12561037+2109152,194.04322692777,21.15431668196,M0V
2MASS J14311562+4210236,217.81506900319,42.17322563693,M2V
IRAS 18314-0943,278.54835399999996,-9.68183,M2
IRAS 11121-6551,168.54884309695,-66.13002186499,M6.5
IRAS 16488-6957,253.58175878427997,-70.03613274352,M9
FDF  5090,16.524250000000002,-25.778444444444442,M
FDF  7373,16.557624999999998,-25.811944444444446,M
2MASS J12561671+2131090,194.06960810419,21.519154036390002,M6V
WOS 65,253.10272529771999,-44.21472037425001,M2.5
2MASS J14315961+4247376,217.99829339197998,42.79380110099999,M2V
SDSS J143102.75+422957.3,217.76147368674998,42.49928060757001,M3V
2MASS J12553083+2148139,193.87838520062996,21.803964869590004,M6V
2MASS J23460767-0033018,356.53194618328496,-0.5504808926791669,M2V
IRAS 16488-3050,253.01785563848,-30.919193029549998,M4
2MASS J14291466+4237232,217.31106972364998,42.62309801784,M7V
2MASS J13100426+2007459,197.51778414814999,20.12944039168,M4V
RX J0019.2+0748,4.813624999999999,7.80575,M
UCAC2   3271821,167.45239501341,-64.72895341953,M5:
BD+22  2086,140.77637966928154,22.305680869238234,M0
IRAS 11072-6413,167.32638196372,-64.49475045068,M7
UCAC4 587-046054,157.42014559922126,27.369069288209445,M1e
2MASS J06390429+3011397,99.76787116190043,30.19434035551722,M1e
UCAC4 612-045885,154.8198318898071,32.29610600035722,M1e
UCAC4 592-048024,171.32402901862417,28.28335646565028,M1e
2MASS J09540958+2812303,148.5399469759675,28.208383895180834,M1e
UCAC4 585-050755,224.3854973861129,26.989231216676387,M1e
2MASS J05413467+2811427,85.39449470539917,28.195200492473894,M1
UCAC4 745-042846,109.75223699226375,58.863809263113616,M1e
UCAC4 458-008068,73.69557771908126,1.5879860265177779,M1e
UCAC4 493-004484,45.708584203720825,8.409135458887778,M1e
UCAC4 568-131314,339.23544887379495,23.488272748448612,M1e
2MASS J03135017+0204541,48.45907030672875,2.0817030901633338,M1e
UCAC4 594-039238,111.85162583987294,28.78767484573417,M1
2MASS J07284201+1713481,112.17507436042293,17.2300392846725,M1e
UCAC4 438-120916,326.9994065974075,-2.5426827401630554,M1e
UCAC4 734-050508,161.51708284143123,56.64377733980722,M1e
2MASS J08165164+2913417,124.21516664116417,29.228173867198333,M2e
UCAC4 591-012598,67.44995965320668,28.087863209504995,M2
2MASS J07134166+2746096,108.42362899986458,27.76930971278583,M2e
UCAC4 599-049456,184.6447274258454,29.627624778640556,M2
2MASS J09553615+2636406,148.90063391462456,26.611287977912777,M2
UCAC4 587-045123,147.33965544602958,27.277340545450834,M2
2MASS J09521348+2800538,148.05610804839958,28.01498805992833,M2e
SDSS J142001.11+410035.8,215.00478262287,41.009977910779995,M4V
2MASS J14195319+4055018,214.97181284482997,40.91727449641,M4V
SDSS J095214.99+690427.2,148.06250098223,69.07423090715,M4V
2MASSs J0252486+203908,43.202625,20.652388888888886,M
2MASSs J0253511+202808,43.463125,20.469027777777775,M
2MASSs J0253243+200659,43.35154166666667,20.11652777777778,M
2MASSs J0257391+193107,44.412958333333336,19.518694444444442,M
2MASSs J0257474+192609,44.447625,19.435916666666667,M
2MASSs J0256129+202915,44.05391666666667,20.487694444444447,M
2MASS J14242175+4128494,216.09059875760997,41.48041544950999,M4V
SDSS J142506.60+413933.6,216.27743888314998,41.65951045724,M4V
2MASS J10030992+6838570,150.79151134332,68.64927732972,M3V
2MASS J23331280+0111190,353.3032548057234,1.1885911289227777,M2V
UCAC4 538-002637,22.082126784600838,17.522267075467777,M1.9
2MASS J09592234+6842410,149.84312392599,68.71141899620999,M8V
2MASS J13032069+2049221,195.83621300819,20.82279181841,M3V
2SLAQ J013839.11+004321.3,24.662966666666666,0.7225916666666667,M8IIIe
Sand 177,194.54825094051998,21.656748033199996,M5:
2MASS J14183144+4113483,214.63095675308998,41.23010035944,M3V
GSC 08967-01135,168.12728953335,-63.84721702506,M3
2MASS J10023571+6845167,150.64882651028,68.75460178456,M4V
2MASS J14175354+4150380,214.47316171564998,41.84384279807,M2V
PM J15110-7926,227.75272558963997,-79.44676260731,M4
SDSS J131320.40+210735.9,198.33503293747,21.12663408632,M0V
2MASS J14171050+4208213,214.29373829516996,42.139255093610004,M3V
2MASS J13140323+2110177,198.51349319961997,21.17159393095,M3V
2MASS J13142971+2115116,198.62382574421,21.253275718,M5V
RX J1052.3-5841,163.097678,-58.6873723,M3e
SDSS J131325.38+214525.5,198.35580093069998,21.75726597695,M4V
HD 151794,253.59123772168994,-66.73572289946,M2III
V* V363 Her,252.86794727817,22.07636118043,M
LP  378-959,199.38655732835997,21.77307137271,M5V
2MASS J14412116+4521062,220.33831349404,45.35172231675,M6V
2MASS J13164121+2152120,199.17171822175,21.870029022409998,M6V
CD-30 13550,253.13760424442,-30.350232022149996,M7
2MASS J14410571+4526421,220.27384287209,45.44506395921999,M5V
2MASS J16403870+5215505,250.16128750000001,52.26404722222222,M9
2MASS J16470847+5120088,251.78532916666668,51.335797222222226,M9
2MASS J09591442+6908359,149.8102410906,69.14338114908,M3V
2MASS J11143177+5703156,168.63241676217956,57.05443830339694,M0
2MASS J01574350-0948076,29.431275719233327,-9.802124789390833,M4
2MASS J14414144+4605446,220.42273683602,46.09568120800001,M7V
2MASS J14413548+4608087,220.39788059154,46.13577479643,M4V
2MASS J12022443-0111446,180.6017955472412,-1.1957482869986114,M4
2MASS J14415397+4609191,220.47491988275996,46.155311598,M3V
2MASS J13155385+2210567,198.97437632869998,22.18238627875,M4V
V* V2206 Oph,253.05388917708999,-12.95051275483,M6e
SDSS J095607.53+690316.5,149.03150021396,69.05455706457,M0V
HD 326325,253.22693108054,-41.84222108135,M0
2MASS J21454231-0020470,326.42636360131087,-0.34650170912583333,M2V
ATO J143.8081-03.0200,143.80781533762374,-3.0195045725436116,M3
2MASS J17145224+2439024,258.717675,24.65069444444444,M9
SDSS J143103.23+440439.9,217.76353038397997,44.07777189191,M0V
2MASS J13093686+2145370,197.40359494964997,21.76025153535,M2V
StM 305,253.07818319279,-18.50956751419,M7
LLNS  4516,168.50031057584,-62.99154989006,M2/5
LLNS  4029,166.84430398418,-63.85091070624,M1/2
2MASS J11295617+0220009,172.48401343647123,2.333505371705278,M2V
2MASS J09560173+0215439,149.0071695644804,2.2620968801666663,M2V
SDSS J140928.96+383148.2,212.37065757744,38.53009224365,M7V
2MASS J14115902+3809308,212.99586406242997,38.15865275142,M6V
2MASS J14125361+3816381,213.22348054374996,38.277263835309995,M0V
2MASS J02203410-0854571,35.14220735303167,-8.916012269668888,M2V
2MASS J14111557+3819123,212.81492511917997,38.32013238453,M6V
LLNS  3606,165.27367898644,-63.52079772541,M
GSC 08962-01812,166.16408093053,-63.15865559373001,M4
2MASS J14113753+3837332,212.90639611166998,38.62588045777,M6V
2MASS J14103000+3840311,212.62508795220998,38.67525782587,M3V
2MASS J21392224+1124323,324.84267499999993,11.408994444444444,M8
2MASS J14103794+3851114,212.65813615387,38.85314965168,M7V
2MASS J13134873+2217527,198.45300702687996,22.297915793769995,M6V
2MASS J13140912+2218038,198.53801911129,22.30110492508,M7V
2MASS J23340639+1436309,353.5266250029796,14.608672627878612,M2V
2MASS J02084990+4307505,32.207942,43.13072199999999,M0e
2MASS J14123367+3915490,213.14031911423,39.26366275495,M3V
2MASS J22483513+1301453,342.1463958333334,13.029261111111111,M9
2MASS J13144248+2241017,198.67697532052,22.683875759609997,M6V
2MASS J13142599+2242246,198.60831661404998,22.70685571583,M7V
2MASS J14081491+3825460,212.06214073501,38.429418526789995,M4V
SDSS J131430.13+224736.0,198.62550680544996,22.79325098729,M3V
2MASS J23443744-0855075,356.1560416666667,-8.918772222222222,M9
2MASS J13120719+2237351,198.02992580028,22.626363841399996,M7V
2MASS J14044595+3841343,211.19167096696998,38.69284230940001,M4V
SDSS J140643.98+385231.0,211.68330078235,38.87532636603,M2V
2MASS J10042505+6935044,151.10432330919,69.58464237079,M3V
2MASS J10043282+6955325,151.13661984961,69.92563518208,M1V
2MASS J14103865+3917412,212.66110309613,39.294814082029994,M2V
2MASS J13012264+2053094,195.34431171957,20.885958704319997,M1V
HD 151967,253.50150216665,-57.909511535049994,M1III
2MASS J13012634+2115239,195.35967534188998,21.2566719762,M5V
2MASS J14081341+3939542,212.05587992864997,39.66486431929,M7V
2MASS J09424175+6836545,145.67416110146,68.61503495229,M2V
SDSS J140858.50+393535.8,212.24373415378997,39.59329024735,M2V
SLW J1259+2115A,194.98324834338,21.256958543279996,M0.8
2MASS J09433036+6901390,145.87630789288,69.02746380335,M3V
Sand 198,195.55502067015996,21.553265877950004,M3:
2MASS J13021028+2149312,195.54280139289,21.825322867920004,M7V
Sand 197,195.54526085752997,21.85182855702,M5:
SLW J1304+2139B,196.24759079736998,21.649356766620002,M2.0
SLW J1304+2139A,196.24841093083998,21.655093083650005,M1.8
LP  378-404,196.24968516811,21.668909431920003,M5:
UCAC4 554-033538,103.876529,20.663011999999995,M0e
2MASS J14133241+3905516,213.38511923873997,39.09766729623,M5V
2MASS J14135636+3915396,213.48490355051,39.26105793361,M3V
2MASS J14154830+3946555,213.95120091593998,39.7820825729,M6V
2MASS J11301521-0114043,172.56350362459833,-1.2345475833127777,M0V
2MASS J11284893-0220240,172.20393711009376,-2.339949727598333,M0V
2MASS J14180063+3948571,214.50261924608998,39.815870682029995,M4V
2MASS J12582891+2137219,194.62046368639,21.6227890053,M6V
2MASS J13002619+2150348,195.10915229374996,21.84301713076,M3V
SDSS J095424.22+694611.0,148.60095083072,69.76975048793,M3V
2MASS J07052997+2721190,106.374894,27.355278000000006,M0e
SDSS J141826.19+402626.9,214.60916618486996,40.44081679601,M2V
2MASS J09553250+6958080,148.88540177287,69.96883796522,M7V
HD 151917,253.63843649572996,-63.45561685642,M1III
SDSS J141729.26+404725.1,214.37192706053,40.79035878463,M1V
2MASS J07055145+2101464,106.464414,21.029577,M0e
V* Z TrA,253.69481450759997,-65.20183509324,M3e
Sand 179,194.6433332866,22.035228591660005,M3:
SDSS J141337.21+402658.0,213.40512577941996,40.44950587026,M2V
V* V503 Oph,253.15056579298997,-5.457823684939999,M3
2MASS J13000649+2224589,195.02700073127997,22.41638277698,M4V
StM 309,253.16005220583997,-4.708699817389999,M8
LP  378-121,194.52287104356998,22.32514227405,M3:
2MASS J12584330+2231492,194.68043629825996,22.530318458700002,M4V
HD 178886,287.84924114183997,-25.50319038611,M1/2
SLW J1301+2212B,195.33441648819996,22.197199561109997,M3.5
2MASS J14162709+4049533,214.1129187331,40.83148332451,M4V
2MASS J13031617+2223507,195.81740784233,22.397419933840002,M4V
HD 326298,253.37460646969,-41.339205647019995,M
2MASS J13000656+2226207,195.02734058158,22.439085673509997,M4V
SDSS J141442.01+412630.5,213.67506998843996,41.4418058127,M5V
2MASS J11021119+0725211,165.54675240750166,7.422630467025,M0V
2MASS J14380705+3620160,219.52935151622,36.33781335398,M3V
V* Z Ara,253.55544119716,-56.265018476339996,M3e
SDSS J143820.60+363210.3,219.58581207971997,36.53628221182,M5V
2MASS J09271312+0755117,141.80453868186498,7.920003961690278,M0V
2MASS J13090295+2226558,197.26226437652997,22.448783752910003,M2V
SDSS J130843.64+224118.5,197.18194633336998,22.68857460868,M3V
2MASS J13050763+2244382,196.28184398704997,22.743969511859998,M8V
2MASS J14371481+3639310,219.31165539265,36.65856929529999,M7V
2MASS J14370601+3639398,219.27499862689996,36.66107745439,M1V
2MASS J14380837+3658473,219.53485139094997,36.97975084124,M2V
LSPM J1441+3640,220.30534417424,36.6772054762,M2V
2MASS J14402623+3646339,220.10928910126998,36.77607803538,M2V
2MASS J14394854+3641308,219.95222090861,36.69192849109,M7V
SDSS J144002.19+364450.5,220.00915402634996,36.74738536284999,M1V
StM 308,253.29350183688996,-20.920693776780002,M6:
2MASS J14402287+3649515,220.09526275187997,36.83099273434999,M3V
SDSS J131210.13+231706.0,198.04225621396998,23.285008027489997,M3V
2MASS J14421539+3701219,220.56410283833998,37.02268929198,M2V
SDSS J131033.34+232528.2,197.63893422220997,23.424504352890004,M3V
CD-49 11027,253.52314430385997,-49.92495851205,M7
2MASS J11185879+1529458,169.7448370202521,15.496061161644723,M0V
2MASS J14401283+3950010,220.05349825619,39.83362714106,M6V
BD-21  4438,253.31340698719004,-21.67483815373,M2
2MASS J13050394+2254316,196.26643433351,22.908788086,M3V
UCAC4 607-049864,221.76591449999995,31.267159799999998,M0e
2MASS J13032604+2259126,195.85838863086997,22.987005125899998,M4V
2MASS J13193281+1652480,199.88674243633875,16.879902153512777,M0V
2MASS J09445556+1557160,146.23136132819664,15.954519655313888,M0V
2MASS J14345136+3954502,218.71406160539996,39.913940893660005,M4V
HD 152066,253.68745539006,-59.7240450129,M0III
Sand 219,196.87630761555,23.56133469595,M5:
2MASS J00073975-0453276,1.915654287223333,-4.891083865863889,M0V
SDSS J130826.94+235141.6,197.11229333828,23.86164502705,M3V
LP  552-67,172.84225345611,3.664464713129999,M3.5
BD+47  2395,252.96283188543998,47.52071178893,M0
V* V504 Oph,253.27834128179995,-4.928773766670001,M4e
2MASS J13064946+2419029,196.70618656609997,24.31747359156,M0V
2MASS J14384109+4038015,219.67118799387,40.63378282463,M3V
2MASS J13063367+2424112,196.64032882031,24.40311205589,M5V
2MASS J14365482+4039005,219.22840625829997,40.65014438583001,M2V
2MASS J12223760+1459188,185.65671016542998,14.988608850939999,M7V
2MASS J14381691+4102017,219.57054076932,41.03376617237,M6V
2MASS J14385477+4107501,219.72820274647,41.13053548203,M6V
BD+34  4495,325.33916641827,34.70069591406,M2
2MASS J14364737+4053417,219.19738818841998,40.89492157844,M2V
2MASS J14370700+4058435,219.27908693863,40.97882256278999,M7V
2MASS J16353596-1147101,248.89985091484,-11.78617826661,M3
2MASS J12222124+1504089,185.58854722378,15.06918650153,M3V
2MASS J14381230+4113050,219.55123570507,41.21805821035,M3V
2MASS J12202311+1510423,185.09633107007997,15.17841440782,M2V
2MASS J14364021+4126070,219.1675535137,41.43532003464,M6V
2MASS J12230005+1524027,185.75031368062997,15.40080175193,M7V
G  17-33,250.44055451846003,-5.822800904940001,M0V
2MASS J12255971+1519393,186.49874629345996,15.327600626799997,M3V
2MASS J14474913+3858581,221.95470719134,38.98282072092999,M4V
ULAS J132741.67-012916.4,201.9240324567,-1.4876663173099998,M6.0
2MASS J14480501+3912344,222.02083339253997,39.20958314023001,M7V
SDSS J144834.52+391010.7,222.14389875021,39.16967615344,M8
SDSS J144832.99+392327.2,222.13754686907998,39.39100061876,M4V
FBS L  2-17,331.0050722899,43.10078916623,M6/7
2MASS J12271529+1542597,186.81377613388997,15.716621443530004,M4V
2MASS J12265075+1543404,186.71145864128997,15.727881880609996,M3V
2MASS J12265681+1551075,186.73671398795997,15.85206426865,M3V
2MASS J12242948+1536425,186.12284585750996,15.611804103450002,M7V
2MASS J14492637+3947346,222.35985263171,39.79295635791,M3V
2MASS J12244128+1551442,186.17199521557998,15.862291516929997,M3V
SDSS J122502.58+154721.0,186.26079653353997,15.78920543975,M0V
2MASS J14475499+3945147,221.97917769839,39.75407840164,M2V
2MASS J14515426+4003424,222.97611667876998,40.06169167560001,M3V
2MASS J14514189+4007261,222.92458795957998,40.12387902472,M6V
SDSS J145239.62+395606.3,223.16509915418996,39.93510763158999,M5V
2MASS J14504750+4016168,222.69798079641998,40.271125524720006,M7V
2MASS J12191788+1516127,184.82448963305998,15.270151589979996,M9V
2MASS J08332311-0440563,128.3463604211567,-4.6823306600281995,M0V
2MASS J12181955+1524147,184.58150326673996,15.40408488547,M9V
SDSS J145044.98+403610.0,222.68744215351,40.60279257782,M3V
2MASS J14514264+4050585,222.92766355371998,40.84957488279001,M4V
SDSS J144537.80+394245.0,221.40753320246998,39.7125239545,M3V
2MASS J18105288-2113376,272.72037083333333,-21.227116666666664,M4III
2MASS J14471596+4024466,221.81647828932998,40.41297632642,M3V
2MASS J12230715+1603266,185.77981343804998,16.057376928300002,M5V
2MASS J12221189+1603079,185.54958794033996,16.05213398544,M6V
LP  794-87,181.4473998,-19.4778473,M3.5
2MASS J12235046+1611372,185.96024144697,16.193710139619995,M7V
SDSS J144612.34+405539.8,221.55144433745997,40.927782203789995,M0V
2MASS J14490077+4025441,222.25316165530998,40.42888042069,M7V
2MASS J12212356+1626528,185.34822229633997,16.44799247209,M6V
2MASS J14480189+4045229,222.00793427786,40.75633294585,M6V
2MASS J14502013+4057313,222.58393299716997,40.958704338939995,M3V
BD+61  1608,251.06336568744,61.17130026193,M0
V* CN Oct,13.640026714779998,-82.66932424946,M0
SDSS J145044.62+410333.6,222.68594805402,41.05935310198,M5V
BD-16  4346,251.62990906750997,-16.590753651660002,M5
2MASS J14502881+4114567,222.62007694592998,41.24913542444,M8V
2MASS J14494152+4114018,222.42292141622997,41.23386926146999,M8V
LP  674-116,183.21595239999996,-7.0352917,M3
2MASS J14482475+4059484,222.10310932255996,40.996801050989994,M4V
BD+13  3213,251.50480892588,13.355769421210002,M2
LP  198-637,50.18839650000001,39.7170762,M1.5V
2MASS J14475584+4114483,221.98272399425,41.24674428648999,M0V
2MASS J14481569+4129086,222.06536367034,41.485742075519994,M4V
DENIS J162232.6-120718,245.63608689746,-12.121993607030001,M9
SDSS J144826.68+413829.0,222.1111925462,41.64139099285,M3V
2MASS J12284064+1642171,187.16939605290997,16.70480078058,M5V
2MASS J12273084+1639454,186.87851870670997,16.662613768669996,M6V
BD+17  2488,187.14977828384997,16.768410408579996,M0
2MASS J01450915+1251089,26.288009873909168,12.85244982330889,M0V
HD 151082,251.86721718409,-48.319465377140006,M0III
2MASS J14545144+4033362,223.71443798943,40.56001476969001,M2V
2MASS J14543865+4037586,223.6610394511,40.632938790749996,M3V
2MASS J01380561-0024055,24.52351166982125,-0.4015961035755556,M0V
CD-37  1501,58.33206949552207,-37.06641980141749,M2.5V
2MASS J12311049+1649354,187.79372414100996,16.826493856549998,M3V
2MASS J12321825+1646402,188.07603307779,16.77782778636,M7V
L   32-8,98.44485500705666,-75.62497325956971,M3V
V* DO Tuc,347.61003731140454,-63.68668955955138,M0V
2MASS J12320533+1705239,188.02217720436,17.090042728219995,M3V
V* V446 Oph,251.66299074503996,-11.64806826367,M8
L  513-23,39.96129688132958,-34.13265613961861,M2.5V
2MASS J12310507+1710145,187.77113443643,17.1706556855,M8V
CD-53  8345,299.06641661403,-52.97117633834999,M0V
2MASS J14541038+4106266,223.54332595474,41.10733945881999,M8V
2MASS J14531605+4127288,223.31701256243,41.45804553736,M4V
V* V913 Her,251.34689111274,45.623077349620004,M2
CD-27  9225,201.45352715003833,-28.373986482362223,M1V
2MASS J14351892+3254207,218.82879627933997,32.90573990910001,M4V
L   17-47,152.78835522039583,-82.8660243363161,M1V
CD-32 12693,260.95511515782124,-32.254520639246664,M1.5V
2MASS J12405234+1854045,190.21811644538997,18.9013034667,M2V
2MASS J14563416+4131090,224.14220236962,41.51918640278001,M7V
SCR J1020-0634B,155.21291762137,-6.57780486073,M3.3
2MASS J14584029+4130480,224.66785003343,41.51328611841,M0V
LP  222-23,224.62586969222,41.70624304038,M3V
2MASS J14584333+4138535,224.68043946170997,41.64818933082,M6V
2MASS J14591276+4138506,224.80306708478,41.64740712453,M5V
SDSS J145529.93+413719.2,223.87474126902,41.62204262624,M2
2MASS J12423804+1932582,190.6585075547,19.549530781909997,M7V
2MASS J12421575+1933384,190.56563609141998,19.56076307552,M4V
2MASS J14520729+4135457,223.03038385100996,41.5960058719,M4V
HD 148699,247.58508943020001,-11.32091274436,M1/2(III)
SLW J1450+4143B,222.72514169561998,41.70550682247,M1.7
2MASS J14504722+4146355,222.69671342238,41.77658108621,M9V
2MASS J01554591+0035543,28.941351128403742,0.5984052489983333,M1V
HD 151042,252.11843133539998,-60.30918588873,M5(III)
2MASS J02192705+0031135,34.86273675711207,0.5204368902436111,M1V
2MASS J12395559+1952150,189.98165892458,19.870831284649995,M2V
SLW J1453+4204B,223.39004571663,42.09886350995,M4.3
HD 150916,252.32107678067996,-68.00787442143,M0/1(III)
SDSS J145623.13+423246.9,224.09643231032996,42.5463809513,M0V
2MASS J12412556+2000555,190.35655949340997,20.01546743466,M1V
SDSS J123747.11+195259.4,189.44646640269997,19.88352292214,M3V
2MASS J14531493+4236288,223.31226875888999,42.60801251402,M6V
2MASS J12393617+2011248,189.90078648287,20.190250566400003,M3V
2MASS J10540324+2508392,163.513474240965,25.144388383411112,M1V
SDSS J123823.34+202059.5,189.59727906108998,20.349873622570005,M5V
2MASS J12391934+2029519,189.83065257549,20.49775151447,M9V
2MASS J12280133+1828118,187.00556359008996,18.46995121427,M9V
2MASS J15485035+4358433,237.20985909508335,43.978811471350284,M1V
2MASS J12255699+1850459,186.48745564161996,18.8460367596,M7V
2MASS J14430502+4022163,220.77086874521,40.37121322219,M4V
SDSS J144226.06+404015.2,220.60857752026996,40.67090033454,M4
LP 1033-31,338.7703909,-42.2966742,M4.5+M4.5
2MASS J12291073+1926187,187.29467483673,19.43853817342,M7V
SDSS J144412.42+404419.6,221.05182771082997,40.73880204062999,M4V
2MASS J12294076+1930335,187.41985364959996,19.5093321191,M4V
2MASS J16164265+2331060,244.17761609308124,23.518345258730275,M1V
2MASS J14391917+3657499,219.82984973150997,36.96390153835,M2V
2MASS J12271837+1929216,186.82673209784,19.48933671557,M7V
2MASS J14391303+3715384,219.80423983863997,37.26070872782,M7V
CD-47   502,24.92403745335,-46.50995144678,M0
CD-42   594,25.732428526430834,-42.20344732885139,M0.5V
2MASS J12234317+1922458,185.92985766309997,19.37936966046,M4V
2MASS J16075116+3006334,241.9630216035129,30.109236884120005,M1V
SDSS J144005.89+374800.9,220.02447075849997,37.80031664298,M4V
2MASS J12283969+1953223,187.16537896187998,19.88954293244,M7V
HD 151272,251.88689121873995,-26.895641453880003,M0/1(III)
2MASS J14342592+3646067,218.60803344926998,36.768609080679994,M5V
2MASS J12291314+1952139,187.30471550651,19.870563851620002,M7V
2MASS J14341146+3654052,218.54774195923997,36.90144364779,M6V
2MASS J12402312+2218475,190.09635511568203,22.313287384632506,M1V
2MASS J14364390+3709508,219.18286386239,37.164033000900005,M6V
2MASS J14364611+3711261,219.19207946399,37.1905954112,M4V
2MASS J14363049+3725239,219.12701203484997,37.42334684693,M2V
2MASS J11211314+2234223,170.30493138603373,22.572751733105832,M1V
2MASS J12273500+2008365,186.89586057039,20.143572647969997,M8V
2MASS J12260411+2003482,186.51711787018996,20.063381274550004,M7V
SDSS J143305.17+370545.1,218.27155736594997,37.095900138590004,M5
2MASS J12263878+2012533,186.66180316666998,20.21468399094,M1V
2MASS J12262659+2018034,186.61076371908996,20.30097077451,M4V
2MASS J12265103+2021582,186.71261931590996,20.36616000804,M4V
2MASS J14322779+3716243,218.11583565705996,37.2734577241,M3V
2MASS J14331570+3713026,218.31539802163996,37.21741169295001,M2V
[SBM2001]   9,265.1,-28.947222222222223,M0-2
2MASS J14353938+3733018,218.91402372627996,37.55052674922,M2V
2MASS J14355055+3736158,218.96062654800997,37.60440569014,M5V
2MASS J14341948+3729033,218.58130705039997,37.4842803998,M6V
2MASS J14341613+3732179,218.56713672579,37.538340365479996,M6V
2MASS J12341745+1958029,188.57273839059,19.96751640151,M2V
LSPM J1234+2000,188.72358453544,20.01060385635,M2V
IRAS 11374-6622,174.94464715325,-66.66078472213,M7
2MASS J14340474+3736387,218.51977181554997,37.6107156886,M5V
2MASS J14341705+3738535,218.57101817211998,37.6482066124,M3V
V* V630 Ara,252.08754053104997,-49.69786132097,M6e
2MASS J12351146+2007493,188.79780127406997,20.13031524346,M7V
2MASS J14372804+3712264,219.36688573098,37.20733171871,M3V
2MASS J12330381+1958415,188.26596974889,19.978156119329995,M8V
2MASS J12330036+2009183,188.25154407246998,20.1550541483,M7V
2MASS J12340102+2016402,188.5043008607,20.277816703660005,M3V
2MASS J14385789+3739538,219.74122338065996,37.66497446496,M4V
SLW J1235+2023B,188.93471473601997,20.3880024075,M2.4
SLW J1235+2023A,188.93890362814997,20.391379228440005,M2.3
L   69-70,199.06981950000002,-73.1430864,M3V
G 255-29,198.5644424,79.2468431,M1.0V
2MASS J12345424+2042141,188.72601771783997,20.70390004684,M8V
2MASS J14361327+3813311,219.05533874405998,38.22527968115,M3V
2MASS J14380011+3823029,219.50030818831996,38.38406742916,M2V
2MASS J12311151+2027239,187.7980274096,20.456606364959995,M3V
SDSS J123157.73+203954.2,187.99069443707998,20.66510132493,M1V
2MASS J12323275+2055141,188.13660326872,20.920632573030005,M3V
SDSS J122819.82+204353.3,187.08257458423998,20.731488745969997,M4V
