pl_name,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_rade,hostname,st_teff,st_rad,st_mass
"Kepler-1488 b",0.2415300000,0.000000,0.01300000,1.86000000,"Kepler-1488",5820.00,1.310000,1.050000
"WASP-156 b",0.0458000000,0.000000,0.13151751,6.02802815,"WASP-156",4987.00,0.826800,0.871200
"Kepler-1538 b",0.6095000000,0.000000,0.02630000,2.82000000,"Kepler-1538",5837.00,1.030000,1.030000
"Kepler-1448 b",0.1058000000,0.000000,0.01010000,1.61000000,"Kepler-1448",5774.00,0.930000,0.950000
"Kepler-1493 b",0.1197000000,0.000000,0.00809000,1.41000000,"Kepler-1493",5863.00,1.290000,1.060000
"Kepler-1519 b",0.7655000000,0.000000,0.12500000,7.06000000,"Kepler-1519",5644.00,0.910000,0.940000
"Kepler-688 b",0.0460000000,0.000000,0.21600000,9.76000000,"Kepler-688",5715.00,0.960000,0.980000
"Kepler-1450 b",0.2401000000,0.000000,0.01120000,1.71000000,"Kepler-1450",4524.00,0.680000,0.710000
"Kepler-1494 b",0.3982000000,0.000000,0.03030000,3.07000000,"Kepler-1494",5659.00,0.940000,0.960000
"Kepler-1495 b",0.3677000000,0.000000,0.02820000,2.94000000,"Kepler-1495",5831.00,1.040000,1.030000
"Kepler-1520 b",0.0129000000,0.000000,0.08850000,5.77000000,"Kepler-1520",4677.00,0.710000,0.760000
"Kepler-637 b",0.1661900000,0.000000,0.06360000,4.75000000,"Kepler-637",6096.00,2.560000,1.640000
"Kepler-1607 b",0.1197800000,0.000000,0.00227000,0.92000000,"Kepler-1607",6116.00,1.210000,1.140000
"Kepler-1496 b",0.3211000000,0.000000,0.01750000,2.22000000,"Kepler-1496",6182.00,1.270000,1.180000
"Kepler-937 c",0.5545000000,0.000000,0.02390000,2.67000000,"Kepler-937",6095.00,1.220000,1.150000
"Kepler-1065 c",0.0344000000,0.000000,0.01000000,1.60000000,"Kepler-1065",5635.00,0.930000,0.940000
"Kepler-1067 b",0.0164000000,0.000000,0.00137000,0.80000000,"Kepler-1067",5592.00,0.930000,0.950000
"Kepler-578 b",0.0266000000,0.000000,0.01470000,2.00000000,"Kepler-578",5334.00,0.830000,0.870000
"Kepler-689 b",0.1449000000,0.000000,0.02740000,2.89000000,"Kepler-689",5518.00,0.880000,0.910000
"Kepler-1460 b",0.1614000000,0.000000,0.01420000,1.96000000,"Kepler-1460",4422.00,0.670000,0.700000
"Kepler-1498 b",0.2528000000,0.000000,0.00733000,1.33000000,"Kepler-1498",5256.00,0.810000,0.860000
"Kepler-1073 c",0.0483000000,0.000000,0.01050000,1.64000000,"Kepler-1073",5792.00,1.000000,1.000000
"Kepler-701 b",0.0895000000,0.000000,0.02660000,2.84000000,"Kepler-701",5343.00,0.840000,0.880000
"Kepler-1611 b",0.0586000000,0.000000,0.00144000,0.81000000,"Kepler-1611",5605.00,0.930000,0.940000
"Kepler-624 b",0.1163800000,0.000000,0.01870000,2.31000000,"Kepler-624",6117.00,1.180000,1.100000
"Kepler-1462 b",0.3094000000,0.000000,0.04400000,3.82000000,"Kepler-1462",5756.00,1.000000,1.000000
"Kepler-1500 b",0.1236000000,0.000000,0.00588000,1.20000000,"Kepler-1500",5845.00,1.000000,1.000000
"Kepler-1522 b",0.0288000000,0.000000,0.01150000,1.73000000,"Kepler-1522",5706.00,0.930000,0.960000
"Kepler-625 b",0.0813700000,0.000000,0.01450000,1.99000000,"Kepler-625",5789.00,0.960000,1.040000
"Kepler-1612 b",0.0482000000,0.000000,0.00340000,1.03000000,"Kepler-1612",5643.00,0.940000,0.960000
"Kepler-1464 b",0.2006600000,0.000000,0.01070000,1.66000000,"Kepler-1464",5828.00,1.010000,1.020000
"Kepler-1464 c",0.0610100000,0.000000,0.00306000,1.00000000,"Kepler-1464",5828.00,1.010000,1.020000
"Kepler-1504 b",0.3704000000,0.000000,0.01630000,2.13000000,"Kepler-1504",5393.00,0.810000,0.850000
"Kepler-1505 b",0.1829800000,0.000000,0.00236000,0.93000000,"Kepler-1505",5686.00,0.860000,0.930000
"Kepler-1523 b",0.0186700000,0.000000,0.00982000,1.58000000,"Kepler-1523",5708.00,0.960000,0.970000
"Kepler-1085 b",0.7336100000,0.000000,0.13000000,7.22000000,"Kepler-1085",6000.00,1.140000,1.110000
"Kepler-1613 b",0.0275500000,0.000000,0.01570000,2.08000000,"Kepler-1613",6005.00,1.120000,1.080000
"Kepler-1614 b",0.0471000000,0.000000,0.00889000,1.49000000,"Kepler-1614",5121.00,0.760000,0.790000
"Kepler-1468 b",0.0817000000,0.000000,0.01150000,1.73000000,"Kepler-1468",5893.00,1.050000,1.040000
"Kepler-1507 b",0.1194600000,0.000000,0.00164000,0.84000000,"Kepler-1507",5410.00,0.850000,0.890000
"Kepler-1509 b",0.1707000000,0.000000,0.01280000,1.85000000,"Kepler-1509",5780.00,0.990000,1.000000
"Kepler-1086 c",0.5030000000,0.000000,0.02820000,2.94000000,"Kepler-1086",4350.00,0.660000,0.700000
"Kepler-1524 b",0.3392000000,0.000000,0.03860000,3.54000000,"Kepler-1524",6179.00,1.250000,1.170000
"Kepler-1616 b",0.0731800000,0.000000,0.00328000,1.02000000,"Kepler-1616",6266.00,1.340000,1.210000
"Kepler-1645 b",0.1285000000,0.000000,0.01200000,1.78000000,"Kepler-1645",5812.00,1.020000,1.020000
"Kepler-741 b",0.0744000000,0.000000,0.02870000,2.97000000,"Kepler-741",6129.00,1.240000,1.160000
"Kepler-564 b",0.0484000000,0.000000,0.06090000,4.63000000,"Kepler-564",5626.00,0.920000,0.950000
"Kepler-594 b",0.1089000000,0.000000,0.01700000,2.18000000,"Kepler-594",5485.00,0.870000,0.910000
"Kepler-154 d",0.1435400000,0.000000,0.04440000,3.84000000,"Kepler-154",5769.00,0.980000,0.980000
"Kepler-642 b",0.0563100000,0.000000,0.02750000,2.90000000,"Kepler-642",6570.00,1.660000,1.400000
"Kepler-643 b",0.1348500000,0.370000,1.01000000,10.16000000,"Kepler-643",4908.00,2.520000,1.000000
"Kepler-726 b",0.1406000000,0.000000,0.03360000,3.26000000,"Kepler-726",5452.00,0.850000,0.880000
"Kepler-1143 c",0.6477000000,0.000000,0.03980000,3.60000000,"Kepler-1143",5053.00,0.770000,0.810000
"Kepler-148 d",0.2607000000,0.000000,0.17700000,8.68000000,"Kepler-148",5172.00,0.810000,0.860000
"Kepler-673 b",0.0455000000,0.000000,0.11000000,6.54000000,"Kepler-673",5355.00,0.840000,0.880000
"Kepler-674 b",0.0280000000,0.000000,0.01100000,1.69000000,"Kepler-674",4192.00,0.570000,0.600000
"Kepler-712 b",0.1361500000,0.000000,0.03630000,3.41000000,"Kepler-712",5148.00,0.780000,0.840000
"Kepler-1628 b",0.2952000000,0.000000,0.10600000,6.43000000,"Kepler-1628",3724.00,0.520000,0.550000
"Kepler-1388 e",0.1861000000,0.000000,0.02080000,2.46000000,"Kepler-1388",4098.00,0.610000,0.630000
"Kepler-655 b",0.2569700000,0.000000,0.02450000,2.71000000,"Kepler-655",6170.00,1.240000,1.150000
"Kepler-565 b",0.0501000000,0.000000,0.04050000,3.64000000,"Kepler-565",5735.00,0.950000,0.980000
"Kepler-676 b",0.0798000000,0.000000,0.02980000,3.04000000,"Kepler-676",3701.00,0.490000,0.510000
"Kepler-675 b",0.0325000000,0.000000,0.02050000,2.44000000,"Kepler-675",4945.00,0.750000,0.790000
"Kepler-1630 b",1.1218000000,0.000000,0.01710000,2.19000000,"Kepler-1630",4736.00,0.630000,0.660000
"Kepler-1482 b",0.0996800000,0.000000,0.00317000,1.01000000,"Kepler-1482",5381.00,0.840000,0.880000
"Kepler-587 b",0.0952000000,0.000000,0.01760000,2.23000000,"Kepler-587",5549.00,0.890000,0.920000
"Kepler-657 b",0.1733700000,0.000000,0.03830000,3.52000000,"Kepler-657",5808.00,1.010000,1.010000
"Kepler-483 b",0.1947100000,0.000000,0.03270000,3.21000000,"Kepler-483",6346.00,1.470000,1.280000
"Kepler-572 b",0.1192000000,0.000000,0.02260000,2.58000000,"Kepler-572",5212.00,0.790000,0.830000
"Kepler-714 b",0.0832000000,0.000000,0.21300000,9.67000000,"Kepler-714",5995.00,1.120000,1.090000
"Kepler-623 b",0.0854000000,0.000000,0.02930000,3.01000000,"Kepler-623",5443.00,0.860000,0.900000
"Kepler-658 b",0.0188000000,0.000000,0.01040000,1.63000000,"Kepler-658",4103.00,0.600000,0.630000
"Kepler-680 b",0.0469000000,0.000000,0.02030000,2.42000000,"Kepler-680",5890.00,1.110000,1.080000
"Kepler-1633 b",0.3875000000,0.000000,0.00982000,1.58000000,"Kepler-1633",6256.00,1.320000,1.200000
"Kepler-605 b",0.0424400000,0.000000,0.00839000,1.44000000,"Kepler-605",5462.00,0.880000,0.910000
"Kepler-727 b",0.0546000000,0.000000,0.02180000,2.53000000,"Kepler-727",5441.00,0.860000,0.890000
"Kepler-1518 b",0.0593000000,0.000000,0.03000000,3.05000000,"Kepler-1518",6846.00,1.880000,1.540000
"Kepler-588 b",0.0520000000,0.000000,0.02330000,2.63000000,"Kepler-588",5835.00,1.000000,1.010000
"Kepler-589 b",0.1196000000,0.000000,0.01820000,2.27000000,"Kepler-589",5296.00,0.830000,0.880000
"Kepler-573 b",0.1452700000,0.000000,0.02580000,2.79000000,"Kepler-573",5746.00,1.020000,0.990000
"Kepler-596 b",0.1516100000,0.000000,0.03720000,3.46000000,"Kepler-596",6267.00,1.320000,1.210000
"Kepler-715 b",0.0933000000,0.000000,0.04260000,3.75000000,"Kepler-715",5871.00,1.040000,1.040000
"Kepler-716 b",0.0862800000,0.000000,0.02750000,2.90000000,"Kepler-716",5099.00,0.780000,0.830000
"Kepler-1185 b",0.4297000000,0.000000,0.00733000,1.33000000,"Kepler-1185",5622.00,0.870000,0.960000
"Kepler-660 b",0.0759000000,0.000000,0.02240000,2.57000000,"Kepler-660",4779.00,0.710000,0.750000
"Kepler-496 b",0.0747000000,0.000000,0.01890000,2.32000000,"Kepler-496",5293.00,0.820000,0.860000
"HD 63935 c",0.1480000000,0.000000,0.03492451,3.06451296,"HD 63935",5513.00,0.959800,0.940600
"Kepler-1636 b",1.1219100000,0.000000,0.03310000,3.23000000,"Kepler-1636",5797.00,1.020000,1.010000
"Kepler-561 b",0.2925600000,0.000000,0.12200000,6.96000000,"Kepler-561",5646.00,0.940000,0.960000
"Kepler-728 b",0.0625000000,0.000000,0.03500000,3.34000000,"Kepler-728",5660.00,0.930000,0.950000
"Kepler-566 b",0.1247000000,0.000000,0.01660000,2.15000000,"Kepler-566",5132.00,0.790000,0.830000
"Kepler-550 b",0.0747000000,0.000000,0.05630000,4.42000000,"Kepler-550",5322.00,0.830000,0.870000
"Kepler-574 b",0.0723000000,0.000000,0.01980000,2.39000000,"Kepler-574",5612.00,0.910000,0.950000
"Kepler-585 b",0.0384100000,0.000000,0.02640000,2.83000000,"Kepler-585",5593.00,0.930000,0.960000
"Kepler-611 b",0.0351000000,0.000000,0.01060000,1.65000000,"Kepler-611",5761.00,1.010000,1.010000
"Kepler-729 b",0.0432000000,0.000000,0.03940000,3.58000000,"Kepler-729",5633.00,0.910000,0.940000
"Kepler-662 b",0.1408000000,0.000000,0.01700000,2.18000000,"Kepler-662",4897.00,0.740000,0.790000
"Kepler-551 b",0.0893000000,0.000000,0.02490000,2.73000000,"Kepler-551",4286.00,0.630000,0.650000
"TOI-1710 b",0.1660000000,0.000000,0.07047828,5.20315158,"TOI-1710",5684.00,0.957400,1.025800
"OGLE-2012-BLG-0724L b",1.6000000000,,0.47000000,14.30000000,"OGLE-2012-BLG-0724L",,,0.290000
"Kepler-1638 b",0.7450000000,0.000000,0.01310000,1.87000000,"Kepler-1638",5710.00,0.950000,0.970000
"Kepler-586 b",0.0331000000,0.000000,0.02580000,2.79000000,"Kepler-586",5575.00,0.920000,0.940000
"HIP 97166 c",0.1240000000,0.000000,0.02517081,2.75000000,"HIP 97166",5216.00,0.841800,0.934200
"TOI-1601 b",0.0690000000,0.000000,1.21763817,14.19902343,"TOI-1601",5982.00,2.195000,1.505500
"TOI-1444 b",0.0116000000,0.000000,0.01126394,1.41792246,"TOI-1444",5460.00,0.910500,0.951300
"Kepler-618 b",0.0449000000,0.000000,0.02290000,2.60000000,"Kepler-618",5860.00,1.080000,1.050000
"Kepler-601 b",0.0549400000,0.000000,0.01340000,1.90000000,"Kepler-601",5160.00,0.790000,0.850000
"Kepler-645 b",0.0454100000,0.000000,0.01590000,2.10000000,"Kepler-645",6170.00,1.210000,1.130000
"Kepler-719 b",0.0556000000,0.000000,0.17200000,8.52000000,"Kepler-719",5777.00,0.980000,0.990000
"Kepler-612 b",0.0452000000,0.000000,0.02660000,2.84000000,"Kepler-612",5693.00,0.960000,0.980000
"Kepler-590 b",0.0647000000,0.000000,0.04790000,4.02000000,"Kepler-590",6000.00,1.150000,1.100000
"Kepler-552 b",0.0612000000,0.000000,0.04650000,3.95000000,"Kepler-552",5863.00,1.040000,1.030000
"Kepler-1454 b",0.2447000000,0.000000,0.01320000,1.88000000,"Kepler-1454",5448.00,0.860000,0.900000
"Kepler-460 c",0.7531800000,0.000000,0.08210000,5.52000000,"KIC 5437945",6146.00,1.260000,1.170000
"Kepler-646 b",0.1125100000,0.000000,0.01450000,1.99000000,"Kepler-646",5634.00,0.910000,0.930000
"Kepler-735 b",0.0965000000,0.000000,0.02830000,2.95000000,"Kepler-735",5107.00,0.800000,0.850000
"Kepler-591 b",0.3554000000,0.000000,0.03590000,3.39000000,"Kepler-591",5677.00,0.940000,0.970000
"Kepler-619 b",0.0601400000,0.000000,0.03190000,3.16000000,"Kepler-619",5980.00,1.110000,1.090000
"TOI-1842 b",0.1000000000,0.276000,0.28128386,12.34850230,"TOI-1842",6039.00,2.032000,1.464300
"HIP 97166 b",0.0910000000,0.290000,0.06009532,2.48013380,"HIP 97166",5216.00,0.841800,0.934200
"Kepler-602 b",0.1224000000,0.000000,0.01580000,2.09000000,"Kepler-602",6062.00,1.130000,1.080000
"Kepler-721 b",0.0583000000,0.000000,0.02350000,2.64000000,"Kepler-721",5075.00,0.780000,0.820000
"Kepler-722 b",0.0514000000,0.000000,0.02330000,2.63000000,"Kepler-722",5863.00,1.050000,1.030000
"Kepler-568 b",0.0794000000,0.000000,0.01800000,2.26000000,"Kepler-568",3768.00,0.530000,0.550000
"Kepler-569 b",0.1978400000,0.000000,0.03190000,3.16000000,"Kepler-569",5616.00,0.930000,0.950000
"Kepler-603 b",0.1605200000,0.000000,0.02360000,2.65000000,"Kepler-603",5808.00,1.010000,1.010000
"TOI-1296 b",0.0510000000,0.000000,0.29984733,14.11645916,"TOI-1296",5567.00,1.703100,1.157600
"TOI-1298 b",0.0570000000,0.000000,0.31148883,9.65807033,"TOI-1298",5752.00,1.453600,1.218700
"Kepler-615 b",0.0850000000,0.000000,0.01160000,1.74000000,"Kepler-615",4655.00,0.690000,0.730000
"TOI-1246 d",0.1320000000,0.000000,0.01699030,3.43139739,"TOI-1246",5213.00,0.864900,0.888900
"TOI-1246 e",0.2120000000,0.000000,0.04562210,3.51418750,"TOI-1246",5213.00,0.864900,0.888900
"Kepler-593 b",0.1508000000,0.000000,0.02710000,2.87000000,"Kepler-593",5967.00,1.100000,1.080000
"Kepler-592 b",0.0397000000,0.000000,0.01980000,2.39000000,"Kepler-592",5913.00,1.040000,1.040000
"Kepler-709 b",0.1173000000,0.000000,0.02790000,2.92000000,"Kepler-709",5071.00,0.770000,0.800000
"Kepler-1625 b",0.8776200000,0.000000,0.09620000,6.06000000,"Kepler-1625",5677.00,0.940000,0.960000
"Kepler-1642 b",0.1016000000,0.000000,0.03250000,3.20000000,"Kepler-1642",5355.00,0.840000,0.880000
"Kepler-1642 c",0.0678000000,0.000000,0.02380000,2.66000000,"Kepler-1642",5355.00,0.840000,0.880000
"Kepler-652 b",0.0495800000,0.000000,0.02130000,2.49000000,"Kepler-652",5490.00,0.880000,0.970000
"Kepler-737 b",0.1422000000,0.000000,0.01420000,1.96000000,"Kepler-737",3813.00,0.480000,0.510000
"Kepler-669 b",0.0529000000,0.000000,0.06550000,4.83000000,"Kepler-669",6038.00,1.200000,1.150000
"Kepler-558 b",0.1759000000,0.000000,0.01950000,2.37000000,"Kepler-558",5242.00,0.810000,0.850000
"Kepler-609 b",0.0682000000,0.000000,0.03520000,3.35000000,"Kepler-609",5971.00,1.140000,1.090000
"Kepler-724 b",0.0433000000,0.000000,0.03410000,3.29000000,"Kepler-724",5437.00,0.860000,0.900000
"Kepler-1646 b",0.0295000000,0.000000,0.00642000,1.23000000,"Kepler-1646",3299.00,0.260000,0.240000
"Kepler-710 b",0.0524000000,0.000000,0.01320000,1.88000000,"Kepler-710",5611.00,0.910000,0.940000
"K2-88 b",0.0345000000,0.260000,0.00642000,1.23000000,"K2-88",3537.00,0.256000,0.258000
"K2-89 b",0.0146200000,0.150000,0.00053500,0.61500000,"K2-89",3691.00,0.318000,0.347000
"K2-116 b",0.0480000000,0.060000,0.00080900,0.69000000,"K2-116",4348.35,0.669400,0.694512
"TOI-1386 b",0.1730000000,0.000000,0.14410292,6.21638650,"TOI-1386",5735.00,1.023500,1.036300
"K2-102 b",,0.100000,0.00705000,1.30000000,"K2-102",4695.00,0.710000,0.770000
"K2-5 b",0.0532000000,,0.01360000,1.91000000,"K2-5",3930.00,0.570000,0.610000
"K2-5 c",0.0818000000,,0.01800000,2.26000000,"K2-5",3930.00,0.570000,0.610000
"K2-91 b",0.0164000000,0.090000,0.00430000,1.10000000,"K2-91",3622.00,0.284000,0.292000
"K2-72 c",0.0780000000,0.110000,0.00521000,1.16000000,"K2-72",3360.47,0.330989,0.271365
"HD 93963 A c",0.0472600000,0.000000,0.05789287,3.11976057,"HD 93963 A",5908.00,1.031100,1.084400
"K2-16 b",0.0667000000,,0.01490000,2.02000000,"K2-16",4742.00,0.660000,0.680000
"K2-16 c",0.1229000000,,0.02200000,2.54000000,"K2-16",4742.00,0.660000,0.680000
"Kepler-223 e",0.1448100000,0.051000,0.01510241,4.60000000,"Kepler-223",5803.00,1.720000,1.125000
"Kepler-223 b",0.0752500000,0.078000,0.02328289,2.99000000,"Kepler-223",5803.00,1.720000,1.125000
"Kepler-223 d",0.1195600000,0.037000,0.02517069,5.24000000,"Kepler-223",5803.00,1.720000,1.125000
"K2-81 b",0.0590000000,0.060000,0.01430000,1.97000000,"K2-81",4674.13,0.634663,0.745273
"TOI-1451 b",0.1270000000,0.000000,0.04782455,2.61143902,"TOI-1451",5801.00,1.016200,1.002200
"HIP 8152 b",0.0930000000,0.000000,0.02800253,2.53625843,"HIP 8152",5618.00,0.960300,0.937300
"HIP 8152 c",0.1390000000,0.200000,0.03366596,2.52442508,"HIP 8152",5618.00,0.960300,0.937300
"NGC 2682 YBP 1194 b",,0.300000,0.32000000,12.30000000,"NGC 2682 YBP 1194",5780.00,0.990000,1.010000
"NGC 2682 YBP 1514 b",,0.280000,0.40000000,14.00000000,"NGC 2682 YBP 1514",5725.00,0.890000,0.960000
"Kepler-80 d",0.0372000000,0.004100,0.02123777,1.53000000,"Kepler-80",4540.00,0.678000,0.730000
"GJ 1148 b",0.1660000000,0.380000,0.30425070,11.90000000,"GJ 1148",3287.00,0.358519,0.344045
"K2-90 c",0.0350000000,0.190000,0.00705000,1.30000000,"K2-90",4421.98,0.634754,0.704613
"GJ 1148 c",0.9120000000,0.342000,0.21413963,9.71000000,"GJ 1148",3287.00,0.358519,0.344045
"TOI-1753 b",0.0590000000,0.000000,0.05222944,2.47852533,"TOI-1753",5621.00,0.971500,0.948300
"HD 128717 b",4.8500000000,0.850000,19.80000000,12.10000000,"HD 128717",6210.00,1.248000,1.212000
"HD 17674 b",1.4200000000,0.130000,0.87000000,13.90000000,"HD 17674",5904.00,1.180000,0.980000
"HD 42012 b",1.6700000000,0.200000,1.60000000,13.50000000,"HD 42012",5405.00,0.820000,0.830000
"TOI-1776 b",0.0378000000,0.000000,0.00440489,1.21612741,"TOI-1776",5785.00,0.935600,0.919600
"OGLE-2012-BLG-0026L b",4.0000000000,,0.14500000,7.72000000,"OGLE-2012-BLG-0026L",,,1.060000
"Kepler-80 c",0.0792000000,0.007900,0.02120631,2.74000000,"Kepler-80",4540.00,0.678000,0.730000
"HD 6061 b",0.0600000000,0.000000,0.03146352,2.42763557,"HD 6061",5934.00,1.007200,1.026900
"OGLE-2012-BLG-0026L c",4.8000000000,,0.86000000,13.90000000,"OGLE-2012-BLG-0026L",,,1.060000
"TOI-1194 b",0.0340000000,0.000000,0.37756222,8.71664516,"TOI-1194",5394.00,0.960800,0.983500
"TOI-1694 b",0.0450000000,0.000000,0.09848081,5.34222660,"TOI-1694",5058.00,0.803600,0.853000
"TOI-1443 b",0.1470000000,0.000000,0.09439056,2.30381001,"TOI-1443",5224.00,0.751100,0.766300
"HD 59686 A b",1.0860000000,0.050000,6.92000000,12.70000000,"HD 59686 A",4658.00,13.200000,1.900000
"KIC 7917485 b",,0.150000,11.80000000,12.40000000,"KIC 7917485",7067.00,2.009938,1.630000
"OGLE-2013-BLG-1721L b",2.6000000000,,0.64000000,14.10000000,"OGLE-2013-BLG-1721L",,,0.460000
"HD 34445 c",0.7181000000,0.036000,0.16800000,8.42000000,"HD 34445",5836.00,1.380000,1.070000
"TOI-329 b",0.0638000000,0.390000,0.12711262,4.94057819,"TOI-329",5614.00,1.532600,1.067800
"TOI-1269 b",0.0496000000,0.000000,0.02013665,2.40144286,"TOI-1269",5499.00,0.852100,0.902700
"K2-46 b",0.1382100000,,0.01530000,2.05000000,"K2-46",6256.00,1.290000,0.960000
"K2-42 b",0.0617000000,,0.01660000,2.15000000,"K2-42",4613.00,0.643000,0.702000
"HD 25463 c",0.0443000000,0.000000,0.01352931,1.36354953,"HD 25463",6353.00,1.418200,1.251000
"HD 37124 c",1.7100000000,0.125000,0.65200000,14.10000000,"HD 37124",5698.64,0.949168,0.850000
"HD 87646 b",0.1170000000,0.050000,12.40000000,12.40000000,"HD 87646",5770.00,1.550000,1.120000
"HD 34445 g",6.3600000000,0.032000,0.38000000,13.60000000,"HD 34445",5836.00,1.380000,1.070000
"Wolf 1061 c",0.0890000000,0.110000,0.01072901,1.66000000,"Wolf 1061",3342.00,0.307000,0.294000
"K2-47 b",0.1779000000,,0.01330000,1.89000000,"K2-47",5054.00,0.760000,0.750000
"K2-48 b",0.1344000000,,0.01780000,2.24000000,"K2-48",4899.00,0.730000,0.770000
"MXB 1658-298 b",1.6130000000,,23.70000000,12.00000000,"MXB 1658-298",,,1.980000
"TOI-1279 b",0.0850000000,0.000000,0.03335133,2.66146528,"TOI-1279",5457.00,0.842600,0.878400
"TOI-1288 b",0.0374000000,0.000000,0.13875412,4.96846551,"TOI-1288",5388.00,0.958300,0.955200
"NGC 2682 Sand 978 b",,0.160000,2.18000000,13.30000000,"NGC 2682 Sand 978",4200.00,21.017414,1.370000
"GJ 3293 b",0.1433900000,0.060000,0.07406475,5.19000000,"GJ 3293",3466.00,0.404000,0.420000
"K2-50 b",0.0705000000,,0.00993000,1.59000000,"K2-50",4326.00,0.546000,0.611000
"K2-49 b",0.0309000000,,0.01380000,1.93000000,"K2-49",4175.00,0.450000,0.510000
"Kepler-1652 b",0.1654000000,0.000000,0.01000000,1.60000000,"Kepler-1652",3638.00,0.382000,0.404000
"GJ 3293 c",0.3617500000,0.110000,0.06635623,4.87000000,"GJ 3293",3466.00,0.404000,0.420000
"K2-58 d",0.1517000000,,0.01120000,1.71000000,"K2-58",5413.00,0.860000,0.890000
"K2-59 c",0.0905000000,,0.01860000,2.30000000,"K2-59",5055.00,0.731000,0.774000
"OGLE-2014-BLG-1760L b",1.7500000000,,0.56000000,14.20000000,"OGLE-2014-BLG-1760L",,,0.510000
"HD 9174 b",2.2000000000,0.120000,1.11000000,13.70000000,"HD 9174",5577.00,1.670000,1.030000
"TOI-1181 b",0.0364000000,0.011000,1.17900000,17.02644168,"TOI-1181",6054.00,1.961000,1.467000
"TOI-5218 b",0.0469000000,0.000000,2.06715317,9.86000000,"TOI-5218",4230.00,0.708000,0.739000
"TOI-5616 b",0.0272000000,0.000000,1.96332356,10.78000000,"TOI-5616",3996.00,0.646000,0.666000
"K2-63 c",0.1890000000,,0.04550000,3.90000000,"K2-63",6771.00,1.630000,1.400000
"K2-63 b",0.1627000000,,0.03290000,3.22000000,"K2-63",6771.00,1.630000,1.400000
"CoRoT-32 b",0.0710000000,,0.15000000,6.38913000,"CoRoT-32",5970.00,0.790000,1.080000
"HD 221585 b",2.3060000000,0.123000,1.61000000,13.50000000,"HD 221585",5620.00,1.850575,1.190000
"Kepler-539 c",2.4200000000,0.500000,2.40000000,13.30000000,"Kepler-539",5820.00,0.952000,1.048000
"K2-64 b",0.0619000000,,0.01550000,2.07000000,"K2-64",5312.00,0.726000,0.741000
"K2-68 b",0.0708000000,,0.00982000,1.58000000,"K2-68",4746.00,0.675000,0.730000
"K2-21 b",0.0760000000,0.100000,0.01270000,1.84000000,"K2-21",4222.06,0.646783,0.676023
"TOI-1836 c",0.0308900000,0.000000,0.02517081,2.59987579,"TOI-1836",6237.00,1.645400,1.251800
"Kepler-1647 b",2.7205000000,0.058100,1.51968033,11.87390000,"Kepler-1647",6210.00,1.790300,1.220700
"K2-70 b",0.1112000000,,0.02740000,2.89000000,"K2-70",5622.00,0.930000,0.940000
"K2-71 b",0.0559000000,,0.01660000,2.15000000,"K2-71",4006.00,0.426000,0.477000
"K2-118 b",0.2450000000,0.200000,0.02200000,2.54000000,"K2-118",4726.29,0.734626,0.756446
"TOI-1736 c",1.3700000000,0.368500,8.70000000,12.50000000,"TOI-1736",5636.00,1.428600,1.037300
"TOI-1669 b",1.2700000000,0.000000,0.60095321,14.10000000,"TOI-1669",5497.00,1.056100,0.986700
"HIP 67522 c",0.1228000000,0.077000,0.15200000,7.93595834,"HIP 67522",5675.00,1.380000,1.220000
"TOI-2379 b",0.0526300000,0.342000,5.76000000,11.72459381,"TOI-2379",3707.00,0.622000,0.645000
"TOI-2384 b",0.0279300000,0.000000,1.96600000,11.48920522,"TOI-2384",3943.00,0.611300,0.635000
"TOI-757 b",0.1220000000,0.390000,0.03303669,2.50000000,"TOI-757",5278.00,0.780000,0.800000
"TOI-1011 b",,0.000000,0.01271126,1.45000000,"TOI-1011",5475.00,0.920000,0.910000
"TOI-2714 b",0.0360000000,0.164000,0.71736822,13.72000000,"TOI-2714",5665.00,1.250000,1.070000
"TOI-2981 b",0.0480000000,0.035000,2.00737249,13.40000000,"TOI-2981",5940.00,1.080000,1.030000
"K2-74 b",0.1402000000,,0.01870000,2.31000000,"K2-74",6060.00,0.980000,0.960000
"K2-75 b",0.0810000000,,0.02390000,2.67000000,"K2-75",5995.00,1.560000,1.160000
"K2-125 b",0.1210000000,0.080000,0.01700000,2.18000000,"K2-125",3654.47,0.402049,0.494727
"TOI-2485 b",0.1093000000,0.034100,2.41200000,12.13932610,"TOI-2485",6016.40,1.720000,1.163000
"TOI-1288 c",1.0700000000,0.000000,0.26964235,11.10000000,"TOI-1288",5388.00,0.958300,0.955200
"TOI-1408 b",0.0577800000,0.002300,1.86578665,25.00000000,"TOI-1408",6117.00,1.530000,1.312000
"TOI-1408 c",0.0358700000,0.135300,0.02391227,2.22000000,"TOI-1408",6117.00,1.530000,1.312000
"HIP 116454 b",0.0792000000,0.215000,0.03051961,2.46900000,"HIP 116454",5048.00,0.758000,0.800000
"TOI-2420 b",0.0684000000,0.055000,0.92700000,15.02003414,"TOI-2420",5707.00,2.369000,1.158000
"K2-83 b",0.0301400000,0.070000,0.00654000,1.24400000,"K2-83",3910.00,0.424000,0.484000
"K2-130 b",0.0320000000,0.170000,0.00660000,1.25000000,"K2-130",4356.47,0.744261,0.695630
